radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
0.40189726978250817,0.5228194726166329,0.41453519139177974,0.3159369010762199,0.6388298741624447,0.5122001090512541,0.2841677943166442,0.23889688780595855,0.6295210166177909,0.5212418300653594,0.17255050028317914,0.2595115551518822,0.18068181818181817,0.20180580504869058,0.2629011274934952,0.35869876755517344,0.3425805250418917,0.282409381663113,0.2415004146139212,0.3684909339861418,0.42516479255525386,0.5887096774193548,0.40998070030328093,0.34427327528466173,0.8011950027159151,0.7360143787912828,0.635337479843354,0.5030978934324659,0.6887705711519845,0.7375779737577972
0.26538639518741325,0.45131845841784984,0.2672428999823603,0.1951938670204924,0.7238110802418696,0.3230643402399128,0.15541271989174563,0.19714254070218185,0.26099706744868034,0.5780228758169939,0.06267698697375873,0.6069229992935715,0.07897727272727273,0.077479436513189,0.655789245446661,0.16981943250214962,0.33662260286725004,0.4903518123667378,0.40832154529047354,0.5025102692834322,0.20317952694842967,0.4389901823281907,0.18610421836228297,0.14869390488948425,0.6523628462791962,0.19680970568411593,0.1940336328035015,0.404460966542751,0.20813165537270084,0.4992471499247151
0.39379916705229057,0.1587221095334685,0.39918856941259484,0.3106295149638803,0.44647818270959294,0.3807933478735005,0.28389715832205686,0.37102669177096026,0.39589442815249276,0.5706699346405228,0.21936945440815558,0.09027147038046221,0.20397727272727278,0.2114966436607734,0.36068950563746754,0.26387694659405747,0.31521132005213187,0.366950959488273,0.3400321935515341,0.34359570142317747,0.39705312136487014,0.1802244039270688,0.35428728977116064,0.3017414601473543,0.6719174361759912,0.42344416984947203,0.442755125547109,0.5234820322180918,0.47870280735721193,0.6958485695848569
0.22952336881073576,0.3965517241379311,0.23654965602399025,0.16393925991449215,0.7123713025004086,0.4473827699018539,0.11962110960757782,0.2120943626093698,0.6793743890518085,0.7038398692810461,0.24806494242023786,0.43233424159854683,0.25113636363636366,0.19495130944502223,0.5499783174327841,0.2805961593579822,0.158890336994973,0.40639658848614074,0.8209843422272085,0.5946226297663999,0.21384257464133383,0.379382889200561,0.20237110559691196,0.14891716901094,0.6447582835415535,0.3080206695124691,0.15139368809030176,0.3454151177199505,0.6156824782187802,0.7046676704667671
0.7570569180934753,0.7966531440162274,0.7583348033162814,0.6880436385080348,0.3307730021245303,0.3595965103598691,0.27774018944519624,0.33525307343005867,0.6109481915933528,0.20220588235294112,0.3545403058334906,0.5171056615198305,0.40340909090909094,0.48709463931171415,0.21129661751951428,0.22613929492691315,0.3625023273133495,0.6764392324093818,0.44685625091458964,0.35915522177503006,0.7314850717332301,0.7107293127629732,0.691204852495175,0.6521544987720473,0.2688756110809343,0.2900471804088969,0.3711126468555632,0.6784386617100373,0.45450145208131665,0.3086685308668531
0.3903285515964833,0.4731237322515212,0.3967189980596225,0.30635412059560657,0.375061284523615,0.39422028353326055,0.3711096075778079,0.15815704950714363,0.7976539589442815,0.4419934640522878,0.3230130262412686,0.5448582097083459,0.41164772727272725,0.3190413160631559,0.4826539462272334,0.43512945447597207,0.827964997207224,0.4690298507462687,0.4458806887468903,0.507074395253309,0.3980224893369523,0.5245441795231418,0.40212296663909575,0.3106720250055816,0.47419880499728406,0.44759604583239726,0.589725869615296,0.4128872366790583,0.6060019361084221,0.5943213594321359
0.19435446552521973,0.49137931034482746,0.21591109543129294,0.14212000589709567,0.6208530805687205,0.528830425299891,0.41637347767253047,0.3354745819027578,0.7135874877810362,0.4644607843137254,0.1227109684727204,0.4348572005247754,0.21903409090909093,0.11742460054835965,0.6756287944492629,0.47071749307346905,0.5639545708434184,0.5927505330490406,0.31954538802985216,0.5549977179370151,0.1740984877859636,0.5192847124824684,0.2062310449407223,0.13284215226613083,0.810972297664313,0.5501011008762076,0.609076249712048,0.6040272614622058,0.40609874152952563,0.6386319638631965
0.4435446552521981,0.41683569979716023,0.43005821132474875,0.3598702638950317,0.2340251675110312,0.13317884405670666,0.010460081190798378,0.06193376896666297,0.16324535679374375,0.3615196078431371,0.22314517651500848,0.27727318599253203,0.20142045454545454,0.24033279757965395,0.20630962705984385,0.11070507308684435,0.022044312046173898,0.21060767590618337,0.24979269303936386,0.17845732542218168,0.3980224893369523,0.358695652173913,0.3512544802867381,0.31390935476668896,0.21781640412819114,0.11115479667490448,0.017811564155724487,0.17323420074349444,0.18780251694094874,0.3260916326091632
0.7616844053678852,0.7216024340770792,0.8059622508378904,0.6876013563320065,0.893773492400719,0.8759541984732825,0.8572395128552098,0.9999999999999999,0.7214076246334311,0.6000816993464055,0.4576175193505758,0.4646281158542739,0.4809659090909092,0.6721660206107593,0.42031656548135304,0.49794592528900355,0.4310184323217278,0.6311300639658849,0.4614896834300765,0.483216464047135,0.809034509499806,0.7492987377279101,0.7904604356217257,0.7623353427104265,0.9076588810429114,0.8629521455852618,0.6966136834830684,1.0,0.7444336882865441,0.7291890729189072
0.13894030541416014,0.6069979716024341,0.14182395484212373,0.09862892525431227,0.2807648308547148,0.28046619411123225,0.2527063599458728,0.0567947724000443,0.05767350928641268,0.6286764705882351,0.0062299414763073435,0.4146735291149459,0.1184659090909091,0.0,0.29152211621856033,0.5848858316614121,0.6954012288214486,0.2733475479744137,0.4863665187064045,0.7651549728227045,0.09703373400542847,0.5599579242636745,0.12889440308795141,0.06563965170797054,0.2971211298207497,0.4335542574702314,0.4303155954849113,0.15885997521685255,0.28702807357212,0.792643579264358
